L 04/05/2017 - 00:03:40: SourceMod error session started
L 04/05/2017 - 00:03:40: Info (map "emp_streetsoffire") (file "errors_20170405.log")
L 04/05/2017 - 20:58:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 20:58:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 20:58:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 20:58:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 20:58:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 20:58:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 20:58:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 20:58:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 20:58:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:01:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:01:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:01:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:01:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:01:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:02:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:02:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:02:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:03:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:03:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:03:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:04:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:04:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:04:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:04:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:04:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:05:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:05:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:05:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:05:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:05:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:06:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:06:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:07:31: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:07:32: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:07:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:07:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:07:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:07:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:07:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:08:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:08:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:08:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:08:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:08:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:08:45: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:08:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:09:19: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:09:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:09:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:09:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:09:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:10:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:10:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:10:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:10:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:10:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:10:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:11:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:11:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:11:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:11:32: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:11:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:11:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:12:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:12:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:12:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:13:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:13:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:13:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:14:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:14:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:14:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:14:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:15:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:15:59: [SM] Exception reported: Invalid timer handle 352a0218 (error 1)
L 04/05/2017 - 21:15:59: [SM] Blaming: umc-emp-mapvote.smx()
L 04/05/2017 - 21:15:59: [SM] Call stack trace:
L 04/05/2017 - 21:15:59: [SM]   [0] KillTimer
L 04/05/2017 - 21:15:59: [SM]   [1] Line 686, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-emp-mapvote.sp::UMC_OnNextmapSet()
L 04/05/2017 - 21:15:59: [SM]   [3] Call_Finish
L 04/05/2017 - 21:15:59: [SM]   [4] Line 4834, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::DoMapChange()
L 04/05/2017 - 21:15:59: [SM]   [5] Line 4267, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteWinner()
L 04/05/2017 - 21:15:59: [SM]   [6] Line 3819, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteWinner()
L 04/05/2017 - 21:15:59: [SM]   [7] Line 3795, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteResults()
L 04/05/2017 - 21:15:59: [SM]   [8] Line 1277, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Native_UMCVoteManagerComplete()
L 04/05/2017 - 21:15:59: [SM]   [10] UMC_VoteManagerVoteCompleted
L 04/05/2017 - 21:15:59: [SM]   [11] Line 2309, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteResults()
L 04/05/2017 - 21:16:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:05: Error log file session closed.
L 04/05/2017 - 21:16:05: SourceMod error session started
L 04/05/2017 - 21:16:05: Info (map "emp_district402") (file "errors_20170405.log")
L 04/05/2017 - 21:16:05: [SM] Fatal error encountered parsing translation file "maprate.phrases.txt"
L 04/05/2017 - 21:16:05: [SM] Error (line 0, column 0): Stream failed to open
L 04/05/2017 - 21:16:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:05: [maprate.smx] Error establishing database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 21:16:05: [maprate.smx] FATAL: An error occurred while connecting to the database.
L 04/05/2017 - 21:16:05: [SM] Exception reported: An error occurred while connecting to the database.
L 04/05/2017 - 21:16:05: [SM] Blaming: maprate.smx()
L 04/05/2017 - 21:16:05: [SM] Call stack trace:
L 04/05/2017 - 21:16:05: [SM]   [0] SetFailState
L 04/05/2017 - 21:16:05: [SM]   [1] Line 90, /home/forums/content/files/6/4/8/1/2/114450.attach::OnConfigsExecuted()
L 04/05/2017 - 21:16:05: [umc-maprate-reweight.smx] Error establishing a database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 21:16:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:16:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:17:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:17:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:18:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:18:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:18:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:18:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:18:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:18:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:18:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:19:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:19:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:19:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:20:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:20:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:20:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:20:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:20:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:20:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:20:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:20:53: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:20:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:02: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:03: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:21:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:22:00: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:22:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:22:31: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:22:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:22:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:23:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:23:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:23:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:23:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:23:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:23:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:24:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:24:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:24:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:24:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:24:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:25:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:25:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:25:11: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:25:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:25:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:25:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:26:23: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:26:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:26:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:26:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:26:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:26:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:27:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:27:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:27:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:28:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:28:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:28:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:28:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:29:13: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:29:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:29:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:29:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:29:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:29:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:30:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:30:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:31:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:31:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:31:50: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:32:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:33:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:33:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:09: [SM] Exception reported: Invalid timer handle 3b79026c (error 1)
L 04/05/2017 - 21:34:09: [SM] Blaming: umc-emp-mapvote.smx()
L 04/05/2017 - 21:34:09: [SM] Call stack trace:
L 04/05/2017 - 21:34:09: [SM]   [0] KillTimer
L 04/05/2017 - 21:34:09: [SM]   [1] Line 686, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-emp-mapvote.sp::UMC_OnNextmapSet()
L 04/05/2017 - 21:34:09: [SM]   [3] Call_Finish
L 04/05/2017 - 21:34:09: [SM]   [4] Line 4834, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::DoMapChange()
L 04/05/2017 - 21:34:09: [SM]   [5] Line 4267, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteWinner()
L 04/05/2017 - 21:34:09: [SM]   [6] Line 3819, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteWinner()
L 04/05/2017 - 21:34:09: [SM]   [7] Line 3795, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteResults()
L 04/05/2017 - 21:34:09: [SM]   [8] Line 1277, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Native_UMCVoteManagerComplete()
L 04/05/2017 - 21:34:09: [SM]   [10] UMC_VoteManagerVoteCompleted
L 04/05/2017 - 21:34:09: [SM]   [11] Line 2309, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteResults()
L 04/05/2017 - 21:34:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:15: Error log file session closed.
L 04/05/2017 - 21:34:15: SourceMod error session started
L 04/05/2017 - 21:34:15: Info (map "emp_streetsoffire") (file "errors_20170405.log")
L 04/05/2017 - 21:34:15: [SM] Fatal error encountered parsing translation file "maprate.phrases.txt"
L 04/05/2017 - 21:34:15: [SM] Error (line 0, column 0): Stream failed to open
L 04/05/2017 - 21:34:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:15: [maprate.smx] Error establishing database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 21:34:15: [maprate.smx] FATAL: An error occurred while connecting to the database.
L 04/05/2017 - 21:34:15: [SM] Exception reported: An error occurred while connecting to the database.
L 04/05/2017 - 21:34:15: [SM] Blaming: maprate.smx()
L 04/05/2017 - 21:34:15: [SM] Call stack trace:
L 04/05/2017 - 21:34:15: [SM]   [0] SetFailState
L 04/05/2017 - 21:34:15: [SM]   [1] Line 90, /home/forums/content/files/6/4/8/1/2/114450.attach::OnConfigsExecuted()
L 04/05/2017 - 21:34:15: [umc-maprate-reweight.smx] Error establishing a database connection: [1049]: Unknown database 'sourcemod'
L 04/05/2017 - 21:34:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:38: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:41: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:34:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:35:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:39:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:40:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:40:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:40:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:40:31: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:40:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:41:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:41:44: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:41:47: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:41:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:42:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:42:29: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:42:31: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:42:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:42:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:43:03: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:43:03: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:43:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:43:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:43:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:43:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:43:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:44:25: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:44:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:44:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:44:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:44:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:45:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:45:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:45:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:45:30: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:45:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:45:54: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:46:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:46:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:46:32: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:46:37: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:46:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:47:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:47:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:47:16: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:47:56: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:47:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:48:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:48:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:48:28: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:48:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:48:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:48:52: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:49:10: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:49:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:49:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:49:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:49:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:49:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:50:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:50:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:50:46: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:50:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:51:03: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:51:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:51:35: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:51:39: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:52:06: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:52:14: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:52:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:52:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:52:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:52:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:52:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:52:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:53:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:53:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:54:03: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:54:04: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:54:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:54:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:54:26: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:54:33: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:54:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:54:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:54:59: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:55:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:55:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:55:17: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:55:21: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:55:27: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:55:42: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:56:15: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:56:41: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:56:43: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:56:55: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:56:58: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:57:01: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:57:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:57:07: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:57:24: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:57:40: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:57:49: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:58:08: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:58:34: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:58:36: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:58:57: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:59:20: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:59:22: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:59:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 21:59:51: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 22:00:09: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 22:00:12: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 22:00:41: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 22:00:48: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 22:01:05: [SM] Exception reported: Plugin not runnable
L 04/05/2017 - 22:01:43: [SM] Exception reported: Plugin not runnable
