L 04/06/2017 - 00:02:05: SourceMod error session started
L 04/06/2017 - 00:02:05: Info (map "emp_duststorm") (file "errors_20170406.log")
L 04/06/2017 - 01:26:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:26:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:08: [SM] Exception reported: Invalid timer handle 97350266 (error 1)
L 04/06/2017 - 01:27:08: [SM] Blaming: umc-emp-mapvote.smx()
L 04/06/2017 - 01:27:08: [SM] Call stack trace:
L 04/06/2017 - 01:27:08: [SM]   [0] KillTimer
L 04/06/2017 - 01:27:08: [SM]   [1] Line 686, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-emp-mapvote.sp::UMC_OnNextmapSet()
L 04/06/2017 - 01:27:08: [SM]   [3] Call_Finish
L 04/06/2017 - 01:27:08: [SM]   [4] Line 4834, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::DoMapChange()
L 04/06/2017 - 01:27:08: [SM]   [5] Line 4267, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteWinner()
L 04/06/2017 - 01:27:08: [SM]   [6] Line 3819, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteWinner()
L 04/06/2017 - 01:27:08: [SM]   [7] Line 3795, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteResults()
L 04/06/2017 - 01:27:08: [SM]   [8] Line 1277, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Native_UMCVoteManagerComplete()
L 04/06/2017 - 01:27:08: [SM]   [10] UMC_VoteManagerVoteCompleted
L 04/06/2017 - 01:27:08: [SM]   [11] Line 2309, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteResults()
L 04/06/2017 - 01:27:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: Error log file session closed.
L 04/06/2017 - 01:27:14: SourceMod error session started
L 04/06/2017 - 01:27:14: Info (map "emp_drygulch_a6") (file "errors_20170406.log")
L 04/06/2017 - 01:27:14: [SM] Fatal error encountered parsing translation file "maprate.phrases.txt"
L 04/06/2017 - 01:27:14: [SM] Error (line 0, column 0): Stream failed to open
L 04/06/2017 - 01:27:14: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:14: [maprate.smx] Error establishing database connection: [1049]: Unknown database 'sourcemod'
L 04/06/2017 - 01:27:14: [maprate.smx] FATAL: An error occurred while connecting to the database.
L 04/06/2017 - 01:27:14: [SM] Exception reported: An error occurred while connecting to the database.
L 04/06/2017 - 01:27:14: [SM] Blaming: maprate.smx()
L 04/06/2017 - 01:27:14: [SM] Call stack trace:
L 04/06/2017 - 01:27:14: [SM]   [0] SetFailState
L 04/06/2017 - 01:27:14: [SM]   [1] Line 90, /home/forums/content/files/6/4/8/1/2/114450.attach::OnConfigsExecuted()
L 04/06/2017 - 01:27:14: [umc-maprate-reweight.smx] Error establishing a database connection: [1049]: Unknown database 'sourcemod'
L 04/06/2017 - 01:27:17: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:17: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:17: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:17: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:17: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:27:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:28:58: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:28:58: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:28:58: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:28:58: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:28:58: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:36:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:36:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:36:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:36:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:36:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:37:31: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:37:31: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:37:31: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:37:31: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:37:31: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:41: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:41: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:41: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:41: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:38:41: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:20: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:20: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:20: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:20: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:20: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:46:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:49:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:49:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:49:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:49:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:49:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:52:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:52:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:52:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:52:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:52:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:54:22: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:55:09: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:55:09: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:55:09: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:55:09: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 01:55:09: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:00:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:00:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:00:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:00:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:00:24: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:02:52: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:02:52: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:02:52: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:02:52: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:02:52: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:03:27: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:03:27: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:03:27: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:03:27: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:03:27: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:56: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:56: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:56: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:56: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:04:56: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:07:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:07:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:07:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:07:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:07:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:10:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:10:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:10:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:10:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:10:18: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:11:57: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:11:57: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:11:57: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:11:57: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:11:57: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:12:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:12:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:12:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:12:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:12:33: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:11: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:13:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:39: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:16:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:18:07: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:18:07: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:18:07: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:18:07: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:18:07: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:19:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:19:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:19:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:19:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:19:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:20:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:20:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:20:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:20:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:20:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:21:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:47: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:25:50: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:27:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:27:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:27:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:27:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:27:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:01: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:01: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:01: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:01: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:01: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:25: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:25: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:25: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:25: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:29:25: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:08: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:08: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:08: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:08: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:08: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:30:23: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:26: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:32:46: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:10: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:10: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:10: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:10: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:10: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:13: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:40: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:40: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:40: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:40: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:33:40: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:00: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:38: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:38: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:38: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:38: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:38: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:45: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:45: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:45: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:45: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:35:45: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:36:05: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:36:05: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:36:05: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:36:05: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:36:05: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:48: [SM] Exception reported: Invalid timer handle 9d1a024a (error 1)
L 04/06/2017 - 02:37:48: [SM] Blaming: umc-emp-mapvote.smx()
L 04/06/2017 - 02:37:48: [SM] Call stack trace:
L 04/06/2017 - 02:37:48: [SM]   [0] KillTimer
L 04/06/2017 - 02:37:48: [SM]   [1] Line 686, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-emp-mapvote.sp::UMC_OnNextmapSet()
L 04/06/2017 - 02:37:48: [SM]   [3] Call_Finish
L 04/06/2017 - 02:37:48: [SM]   [4] Line 4834, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::DoMapChange()
L 04/06/2017 - 02:37:48: [SM]   [5] Line 4267, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteWinner()
L 04/06/2017 - 02:37:48: [SM]   [6] Line 3819, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteWinner()
L 04/06/2017 - 02:37:48: [SM]   [7] Line 3795, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::ProcessVoteResults()
L 04/06/2017 - 02:37:48: [SM]   [8] Line 1277, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Native_UMCVoteManagerComplete()
L 04/06/2017 - 02:37:48: [SM]   [10] UMC_VoteManagerVoteCompleted
L 04/06/2017 - 02:37:48: [SM]   [11] Line 2309, D:\Documents\My Folder\Empires Custom UMC Stuff\SourceMod\Workspace\umc-core.sp::Handle_MapVoteResults()
L 04/06/2017 - 02:37:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:53: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: Error log file session closed.
L 04/06/2017 - 02:37:54: SourceMod error session started
L 04/06/2017 - 02:37:54: Info (map "emp_district402") (file "errors_20170406.log")
L 04/06/2017 - 02:37:54: [SM] Fatal error encountered parsing translation file "maprate.phrases.txt"
L 04/06/2017 - 02:37:54: [SM] Error (line 0, column 0): Stream failed to open
L 04/06/2017 - 02:37:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:37:54: [maprate.smx] Error establishing database connection: [1049]: Unknown database 'sourcemod'
L 04/06/2017 - 02:37:54: [maprate.smx] FATAL: An error occurred while connecting to the database.
L 04/06/2017 - 02:37:54: [SM] Exception reported: An error occurred while connecting to the database.
L 04/06/2017 - 02:37:54: [SM] Blaming: maprate.smx()
L 04/06/2017 - 02:37:54: [SM] Call stack trace:
L 04/06/2017 - 02:37:54: [SM]   [0] SetFailState
L 04/06/2017 - 02:37:54: [SM]   [1] Line 90, /home/forums/content/files/6/4/8/1/2/114450.attach::OnConfigsExecuted()
L 04/06/2017 - 02:37:54: [umc-maprate-reweight.smx] Error establishing a database connection: [1049]: Unknown database 'sourcemod'
L 04/06/2017 - 02:38:01: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:38:01: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:38:01: [SM] Exception reported: Plugin not runnable
L 04/06/2017 - 02:38:01: [SM] Exception reported: Plugin not runnable
